date,from state,to state
4/26/20150:00,UP,DOWN
4/29/20150:00,UP,DOWN
5/6/20150:00,UP,DOWN
6/15/20150:00,UP,DOWN
6/26/20150:00,UP,DOWN
6/28/20150:00,UP,DOWN
7/4/20150:00,UP,DOWN
7/9/20150:00,UP,DOWN
7/11/20150:00,UP,DOWN
7/23/20150:00,UP,DOWN
8/19/20150:00,UP,DOWN
8/24/20150:00,UP,DOWN
10/15/20150:00,UP,UP
10/16/20150:00,UP,DOWN
10/27/20150:00,UP,UP
10/28/20150:00,UP,UP
10/29/20150:00,UP,DOWN
10/31/20150:00,UP,UP
11/1/20150:00,UP,UP
11/2/20150:00,UP,DOWN
11/11/20150:00,UP,DOWN
11/15/20150:00,UP,DOWN
11/25/20150:00,UP,DOWN
11/28/20150:00,UP,DOWN
12/4/20150:00,UP,DOWN
12/7/20150:00,UP,DOWN
12/10/20150:00,UP,DOWN
12/14/20150:00,UP,DOWN
1/6/20160:00,UP,DOWN
1/15/20160:00,UP,DOWN
1/19/20160:00,UP,DOWN
1/23/20160:00,UP,DOWN
2/3/20160:00,UP,DOWN
2/13/20160:00,UP,DOWN
2/19/20160:00,UP,DOWN
5/26/20160:00,UP,UP
5/27/20160:00,UP,DOWN
6/2/20160:00,UP,DOWN
6/10/20160:00,UP,UP
6/11/20160:00,UP,UP
6/12/20160:00,UP,DOWN
6/15/20160:00,UP,DOWN
6/22/20160:00,UP,UP
6/23/20160:00,UP,DOWN
6/26/20160:00,UP,DOWN
6/29/20160:00,UP,DOWN
7/1/20160:00,UP,DOWN
7/3/20160:00,UP,DOWN
