date,from state,to state
7/30/2015 0:00, DOWN, DOWN
7/31/2015 0:00, DOWN, DOWN
8/1/2015 0:00, DOWN, DOWN
8/2/2015 0:00, DOWN, DOWN
8/3/2015 0:00, DOWN, DOWN
8/4/2015 0:00, DOWN, DOWN
8/5/2015 0:00, DOWN, DOWN
8/6/2015 0:00, DOWN, DOWN
8/7/2015 0:00, DOWN, DOWN
8/8/2015 0:00, DOWN, DOWN
8/9/2015 0:00, DOWN, DOWN
8/10/2015 0:00, DOWN, DOWN
8/11/2015 0:00, DOWN, DOWN
8/12/2015 0:00, DOWN, DOWN
8/13/2015 0:00, DOWN, DOWN
8/14/2015 0:00, DOWN, DOWN
8/15/2015 0:00, DOWN, DOWN
8/16/2015 0:00, DOWN, DOWN
8/17/2015 0:00, DOWN, DOWN
8/18/2015 0:00, DOWN, UP
8/20/2015 0:00, DOWN, DOWN
8/21/2015 0:00, DOWN, DOWN
8/22/2015 0:00, DOWN, DOWN
8/23/2015 0:00, DOWN, UP
8/25/2015 0:00, DOWN, DOWN
8/26/2015 0:00, DOWN, DOWN
8/27/2015 0:00, DOWN, DOWN
8/28/2015 0:00, DOWN, DOWN
8/29/2015 0:00, DOWN, DOWN
8/30/2015 0:00, DOWN, DOWN
